C1	16.50	23.50	0.00	0.1uF	1206
C2	16.50	33.00	0.00	1uF	1206
C3	16.50	30.50	0.00	10uF	1206
C4	30.00	23.50	0.00	0.1uF	1206
C5	30.00	33.00	0.00	1uF	1206
C6	30.00	30.50	0.00	10uF	1206
R1	9.00	33.00	180.00	300mOhm	1206
R2	16.50	26.00	180.00	120R	1206
R3	22.50	33.00	180.00	300mOhm	1206
R4	30.00	26.00	180.00	120R	1206
U1	11.00	27.50	90.00	A4950	SOIC8_PAD
U3	24.50	27.50	90.00	A4950	SOIC8_PAD
